id,arabic,english,register,topic,priority
15f80a7f,عايِز أي حاجة يا أفَنْدِم؟,"Do you want anything, sir?",egyptian,greetings,normal
170f6d5b,عَشان أنا هِنا,Because I'm here,egyptian,dining,normal
85748702,مِن فَضْلَك، هاتْ لي فِنْجان قَهْوة.,"Please, bring me a cup of coffee.",egyptian,dining,normal
dbdcfafa,عايِز تِشْرَب إيه,What do you want to drink,egyptian,dining,normal
d5dd62cc,مِش عايِز أَشْرَب حاجة,I don't want to drink anything,egyptian,dining,normal
ad9936f2,مْراتي بِتْحِبّ القَهْوة بِاللَّبَن.,My wife likes coffee with milk.,egyptian,dining,normal
c3400dee,مراتي طلبت شاي بسكر زيادة.,My wife ordered tea with extra sugar.,egyptian,dining,normal
5ea06365,مُمْكِن شْوَيّة لَبَن مَع القَهْوة؟,Can I get a little milk with the coffee?,egyptian,dining,normal
88e2d68e,عايْزة تِشْرَب شاي بِلَبَن,She wants to drink tea with milk,egyptian,dining,normal
19e60243,أنا بَشْرَب الشاي مِن غير سُكَّر.,I drink tea without sugar.,egyptian,dining,normal
682a3dea,وِالوِلاد عايْزين,And the kids want,egyptian,dining,normal
89abb787,عايْزين يِشْرَبوا عَصير بُرْتُقال,They want to drink orange juice,egyptian,dining,normal
ddab1176,أي خِدْمة تانْية؟,Any other service?,egyptian,dining,normal
a4839506,عايِز شْوَيّة سُكَّر,I want a little sugar,egyptian,dining,normal
90339722,قُرَيِّب مِن هِنا,Close to here,egyptian,directions,normal
66c27b5f,امْشي مِن هِنا وِتْلاقي,Walk from here and you'll find,egyptian,directions,normal
c2c50f45,كَم مِن الوَقْت قَضّيتي؟,How long did you spend?,egyptian,smalltalk,normal
5f3e0bed,دي أَوِّل زِيارة لي هِنا,This is my first visit here,egyptian,smalltalk,normal
2db31240,جيت مَصْر مِن قَبْل,I came to Egypt before,egyptian,smalltalk,normal
5c1d2d6f,أنا حَبّيت الجَوّ في الإسْكِنْدِرِيّة قَوي.,I really loved the atmosphere in Alexandria.,egyptian,smalltalk,normal
de067056,الأَجْواء في القاهْرة بِاللَّيْل حِلْوة قَوي.,The atmosphere in Cairo at night is really nice.,egyptian,smalltalk,normal
9aad7556,شِرِبْنا عَصير قَصَب فِ وِسْط البَلَد.,We drank sugarcane juice downtown.,egyptian,dining,normal
27e97324,رُحْنا الأَهْرامات أَوِّل يوم فِ مَصْر.,We went to the pyramids on the first day in Egypt.,egyptian,sightseeing,normal
0cc9ced2,عَمَلْتو إيه إمْبارِح بِاللَّيْل؟,What did you do last night?,egyptian,greetings,normal
555847f0,اتْمَشّينا فِ وِسْط البَلَد لِحَدّ المَغْرِب.,We walked around downtown until sunset.,egyptian,sightseeing,normal
7dc93f66,زُرْنا جامِع مُحَمَّد عَلي فوق القَلْعة.,We visited the Mosque of Muhammad Ali up at the Citadel.,egyptian,sightseeing,normal
f15af660,المَحَلّات هِنا بِتِفْتَح لِحَدّ بِاللَّيْل.,The shops here stay open until late at night.,egyptian,smalltalk,normal
bf7ecd39,دي أَوِّل زِيارَة في مَصْر,This is my first visit to Egypt,egyptian,smalltalk,normal
05c8c70e,دي أَوِّل مَرَّة في مَصْر,This is my first time in Egypt,egyptian,smalltalk,normal
de4b2df4,عايْزين نِجْلِس بَرَّة,We want to sit outside,egyptian,dining,normal
07632afc,عايِز أَشوف الأَطْعِمة دي,I want to see this food,egyptian,dining,normal
f3b79d22,الأَطْعِمة دي بِكام؟,How much is this food?,egyptian,dining,normal
32352b0d,بَحِبّ مَصْر,I love Egypt,egyptian,smalltalk,normal
9d8e755f,الأَكْل حِلْو,The food is tasty,egyptian,smalltalk,normal
06ce002d,النّاس لَطيفين,The people are nice,egyptian,smalltalk,normal
6122e839,الجَوّ حَرّ,The weather is hot,egyptian,smalltalk,normal
216a5525,الأَطْفال مَبْسوطين,The kids are happy,egyptian,smalltalk,normal
f1722c29,خَلاص اتَّفَقْنا,"Okay, we're agreed",egyptian,smalltalk,normal
37575fcd,عايْزين حاجَة,We want something,egyptian,dining,normal
b0c2229d,عايْزين ناكُل حاجَة,We want to eat something,egyptian,dining,normal
01f266f7,عايْزين نِشْتِري مَيَّة,We want to buy water,egyptian,dining,normal
441013c6,عايِز كوباية,I want a mug (of coffee),egyptian,dining,normal
de853df8,الفِنْجان ده بِكام؟,How much is this cup?,egyptian,dining,normal
61ee381f,فيه شاطِئ خاصّ لِلفُنْدُق؟,Is there a private beach for the hotel?,egyptian,hotel,normal
d3782e6c,فين المَسْبَح؟,Where's the pool?,egyptian,hotel,normal
276e3b42,عايِز أَسْبَح في المَسْبَح,I want to swim in the pool,egyptian,hotel,normal
cf9a0759,عايِز مَنْشَفَة,I want a towel,egyptian,beach_and_vendors,normal
2d7c4d8f,عايِز أَروح الشَّطّ,I want to go to the beach,egyptian,beach_and_vendors,normal
1aa8da97,يا أَفَنْدَم، فين الشّاطِئ لَوْ سَمَحْت؟,"Sir, where's the beach, please?",egyptian,directions,normal
b581b522,عايِز أَشوف القِطْعَة دي,I want to see this piece,egyptian,shopping,normal
0d2db113,القِطْعَة دي بِكام؟,How much is this piece?,egyptian,shopping,normal
3df754f7,التي-شيرت دي بِكام؟,How much is this T-shirt?,egyptian,shopping,normal
dc32b6ad,إِدّيني خَصْم لَوْ سَمَحْت,"Give me a discount, please",egyptian,shopping,normal
f0b7183a,ده آخِر كَلام,That's the final word,egyptian,shopping,normal
666f3ec6,عايْزين نِشْتِري حاجَة لِلأَوْلاد,We want to buy something for the children,egyptian,shopping,normal
8aa3cfa9,ما يِنْفَعْش,No deal / it won't work,egyptian,shopping,normal
da545ab5,أَدّ إيه؟,How much?,egyptian,money,normal
bd8faf41,خَلّي السِّعْر خَمَسْتاشَر جِنيه,Make the price fifteen pounds,egyptian,money,normal
78898883,مِشْ عايْزينْ حاجَة، سيبْني لو سَمَحْت,"We don't want anything, leave me alone please",egyptian,shopping,normal
54def6c9,أَنْتَ مِنينْ؟ فينْ تَعَلَّمْتَ عَرَبي؟,Where are you from? Where did you learn Arabic?,egyptian,smalltalk,normal
