id,arabic,english,register,topic,priority
bb9a65aa,عِنْدَمَا نَزَلَ الْقُرْآنُ...,When the Qur'an was revealed...,msa,culture,normal
eeda8d1f,فِي الْإِنْجِيلِ يُقَالُ...,In the Gospel it says...,msa,culture,normal
77d5a918,رَحِمَها اللهُ.,God rest her soul.,msa,culture,normal
9726db55,كَانَ هُنَاكَ مَرَضٌ بَيْنَ الْخَنَازِيرِ.,There was a disease among the pigs.,msa,health,normal
78e40c10,لَمْ أَعْرِفْ نُقْطَةَ البِدايَةِ.,I didn't know the starting point.,msa,language,normal
cbe268a0,لَمْ أَسْتَطِعْ أَنْ أَبْدَأَ بِتَعَلُّمِ اللُّغَةِ.,I couldn't begin learning the language.,msa,language,normal
58d8e762,عادَتْ لِيَ الرَّغْبَةُ مُجَدَّدًا.,The desire came back to me again.,msa,language,normal
d9164300,كان لديَّ اهتمامٌ بـ...,I have been interested in...,msa,language,high
429cbb0e,كان لديَّ فضولٌ حول...,I was curious about...,msa,language,high
2ac7ae2b,حاوَلْتُ أَنْ أَسْتَخْدِمَها.,I tried to use them.,msa,language,normal
1dcba544,بَعْضُهُمْ لَمْ يَسْتَطِعْ أَنْ يَتَحَدَّثَ بِالإِنْجْليزِيَّةِ.,Some of them couldn't speak English.,msa,language,normal
173b2f3f,لَمْ أَعْرِفْ مِنْ أَيْنَ أَبْدَأُ.,I didn't know where to begin.,msa,language,normal
14f92d1d,اِحْتَجْتُ إِلى مُساعَدَةٍ.,I needed help.,msa,emotions,normal
56079506,يَجِبُ أَنْ أَكْتَسِبَ عَادَاتٍ جَيِّدَةً.,I must acquire good habits.,msa,daily_life,normal
64b05595,الأَطْفَالُ يَكْتَسِبُونَ العَادَاتِ وَالتَّقَالِيدَ مِنَ الأَهْلِ.,Children acquire habits and traditions from the family.,msa,culture,normal
588d85c6,يَجِبُ عَلَيَّ أَنْ أَسْتَغِلَّ هٰذَا الوَقْتَ.,I must make the most of this time.,msa,daily_life,normal
9f43eb89,وَهٰكَذَا كَانَتْ نِهَايَةُ البِدَايَةِ.,And so it was the end of the beginning.,msa,language,normal
6d526fc3,تَعَوَّدْتُ عَلَى الاِسْتِمَاعِ اليَوْمِيِّ.,I got used to daily listening.,msa,language,normal
4a157df6,كُنْتُ أَسْتَطِيعُ أَنْ أَصِفَ شَيْئًا بَسِيطًا فَقَطْ.,I could only describe simple things.,msa,language,normal
4695322c,شَعَرْتُ أَنَّنِي عَلِقْتُ فِي مُسْتَوًى مَا.,I felt stuck at a certain level.,msa,language,normal
f1e24ea4,شَعَرْتُ أَنَّنِي بِحَاجَةٍ لِتَوْجِيهٍ مِنْ مُعَلِّمٍ.,I felt I needed guidance from a teacher.,msa,language,normal
662190b2,سَآخُذُ هٰذَا بِعَيْنِ الاِعْتِبَارِ.,I'll take this into consideration.,msa,daily_life,normal
a98b0a0f,اِهْتَمَمْتُ بِتَعَلُّمِ اللُّغَاتِ قَبْلَ العَرَبِيَّةِ.,I took an interest in learning languages before Arabic.,msa,language,normal
715fb294,تَعَوَّدْتُ عَلَى...,I became accustomed to...,msa,language,high
5655c052,اِهْتَمَمْتُ بِـ...,I took an interest in...,msa,language,high
f38e1bc7,كُنْتُ مُهْتَمًّا بِـ...,I had been interested in...,msa,language,high
e58e6e14,وَجَدْتُ صُعُوبَةً فِي...,I found it hard to...,msa,language,high
6a6fa354,قُلْتُ لِنَفْسِي...,I said to myself...,msa,daily_life,high
2ec1ce66,خَصَّصْتُ وَقْتًا لِـ...,I set aside time for...,msa,daily_life,high
d474de26,شَعَرْتُ أَنَّنِي...,I felt that I...,msa,emotions,high
ec94d236,وَعَدْتُ نَفْسِي أَنْ...,I promised myself that...,msa,daily_life,high
b6e9a07d,يَجِبُ أَنْ أَكْتَسِبَ...,I must acquire...,msa,daily_life,high
6a8591cd,مِرَارًا وَتَكْرَارًا,over and over,msa,language,high
95781855,كَانَ فِي مَكَانٍ بَعِيدٍ عَنَّا,He was in a place far from us.,msa,family,normal
3ecef965,حاوَلْتُ أَنْ...,I tried to...,msa,language,high
21a878ef,أُريدُ أَنْ...,I want to...,msa,daily_life,high
31e60ec6,لَمْ نَسْتَطِعْ أَنْ...,We couldn't...,msa,family,high
f33576a4,فَقَدَ جَدِّي حَيَاتَهُ مُبَكِّرًا.,My grandfather lost his life early.,msa,family,normal
df6e857e,قَامَتْ جَدَّتِي بِتَرْبِيَةِ عَائِلَةٍ كَبِيرَةٍ بِنَفْسِهَا.,My grandmother raised a large family by herself.,msa,family,normal
f73e4086,أَرَدْتُ أَنْ أَلْتَقِطَ الصُّورَةَ.,I wanted to take the photo.,msa,daily_life,normal
e8579b94,فِي حِوَارٍ سَابِقٍ أَخْبَرَنِي أَبِي هَذِهِ القِصَّةَ.,In a previous conversation my father told me this story.,msa,family,normal
8eb378f9,كَانَتْ لَدَيَّ صَدْمَةٌ ثَقَافِيَّةٌ.,I had a culture shock.,msa,culture,normal
39167b92,عَيْنَايَ كَانَتَا مَبْهُورَتَيْنِ.,My eyes were dazzled.,msa,emotions,normal
23cf1a7b,كَانَتْ جَدَّتِي مَرْكَزَ العَائِلَةِ.,My grandmother was the centre of the family.,msa,family,normal
8c420401,كَانَتْ كُلُّ نِسَاءِ العَائِلَةِ يَجْلِسْنَ فِي المَطْبَخِ خِلَالَ النَّهَارِ.,All the women of the family used to sit in the kitchen during the day.,msa,family,normal
ed1bd533,كُنَّ يُدَخِّنَّ السَّجَائِرَ خِلَالَ اليَوْمِ.,They (f.) used to smoke cigarettes during the day.,msa,daily_life,normal
60d9cd68,كَانَ المُجْتَمَعُ تَقْلِيدِيًّا مُحَافِظًا.,The society was traditional and conservative.,msa,people,normal
f0814119,عَائِلَةُ وَالِدِي سُنِّيَّةٌ.,My father's family is Sunni.,msa,culture,normal
fa320163,أَرْسَلْتُ لَكِ الصُّورَةَ عَلَى البَرِيدِ.,I sent you (f.) the photo by email.,msa,daily_life,normal
c83b2196,جَاءَ قَائِدُ الثَّوْرَةِ مِنَ الحِجَازِ.,The revolt's leader came from the Hijaz.,msa,history,normal
ddf200d2,كَانَ جَدِّي عَسْكَرِيًّا.,My grandfather was a military man.,msa,family,normal
8dd9253e,عَمِلَ جَدِّي فِي الجَيْشِ.,My grandfather worked in the army.,msa,work,normal
39ff5383,لَدَيَّ صُورَةٌ أُخْرَى مِنْ ذَلِكَ اليَوْمِ.,I have another photo from that day.,msa,daily_life,normal
23de973c,هَلْ لَدَيْكَ أَعْمَامٌ وَعَمَّاتٌ؟,Do you have paternal uncles and aunts?,msa,family,normal
950b3e24,لَيْسَ لَدَيْنَا...,We don't have...,msa,daily_life,high
ced10c26,كَانَ عُمْرُهُ...,He was ... years old...,msa,people,high
e7a1f695,يَجِبُ عَلَيْنَا أَنْ...,We must...,msa,daily_life,high
27817dd2,هَلْ تُرِيدُ أَنْ تُشَارِكَ العَرْضَ التَّقْدِيمِيَّ عَلَى الشَّاشَةِ؟,Do you want to share the presentation on the screen?,msa,language,normal
eddf0471,سَأُرِيكَ الخَرِيطَةَ.,I'll show you the map.,msa,language,normal
cd607130,اِمْتَدَّ مِنْ ... إِلَى ...,extended / stretched from ... to ...,msa,travel,high
51f83172,هَذَا بِنَاءٌ ضَخْمٌ.,This is a huge building.,msa,sightseeing,normal
6e06e669,لَا يُوجَدُ ...,There's no ... / ... doesn't exist,msa,daily_life,high
e54c9e25,كَانَ سَبَبًا فِي ...,was a cause of ...,msa,daily_life,high
30fa6c5e,بَدَأَ ... يَنْمُو,... began to grow,msa,daily_life,high
f3a6ec53,قَاتَلَ أَبْنَاؤُهُ مَعَهُ فِي المَعْرَكَةِ.,His sons fought alongside him in battle.,msa,history,normal
0faf4413,سَاعَدَتْهُمَا بَرِيطَانْيَا فِي الحَرْبِ.,Britain helped the two of them in the war.,msa,history,normal
18f90afa,خَسِرُوا الحَرْبَ.,They lost the war.,msa,history,normal
719d319d,كَانَ هُنَاكَ بَذَخٌ كَبِيرٌ.,There was great extravagance.,msa,culture,normal
5c41c210,خَرَجَ السُّلْطَانُ الأَخِيرُ مِنَ القَصْرِ.,The last sultan left the palace.,msa,history,normal
46852bbb,هَذَا يَدُلُّ عَلَى ...,This shows / indicates ...,msa,daily_life,high
a0c72cd1,بِالمُقَارَنَةِ مَعَ ...,By comparison with ...,msa,daily_life,high
c0fedc14,لَمْ نُحَقِّقْ إِنْجَازًا.,We achieved nothing.,msa,work,normal
975e063d,لَمْ تَكُنْ خِيَارًا.,It wasn't a choice.,msa,daily_life,normal
b28f4a4f,لَمْ يَكُنْ خِيَارًا.,It wasn't a choice (masc.).,msa,daily_life,normal
ce7a6947,كُنْتُ مَبْهُورًا.,I was dazzled.,msa,emotions,normal
166c2d7f,كَانَتْ مَوْجُودَةً.,It existed.,msa,daily_life,normal
f180bc70,كَانَ مَوْجُودًا.,It existed (masc.).,msa,daily_life,normal
9f1f45dc,أَنَا مُتَحَمِّسٌ بِسَبَبِ ذَلِكَ.,I'm excited because of that.,msa,emotions,normal
7227a87b,سَأُرِيكِ.,I'll show you (f.).,msa,language,normal
4f8daa0d,سَأَلونا عَنْ … عِنْدَ الحُدودِ,They asked us about … at the border,msa,travel,high
faf68465,حُلْمِي أَنْ أَزُورَ … يَوْمًا مَا,My dream is to visit … one day,msa,travel,high
474ec5e7,سَافَرْنَا بَرًّا مِنْ … إِلَى …,We traveled overland from … to …,msa,travel,high
5210b355,جَاءَ … إِلَى … مُنْذُ فَتْرَةٍ طَوِيلَةٍ,… came to … a long time ago,msa,family,high
dc8e8bca,لَمْ يُخَطِّطْ لِـ …,… didn't plan to …,msa,family,high
ade1ae41,تُوجَدُ صُوَرٌ نَمْطِيَّةٌ كَثِيرَةٌ عَنْ …,There are many stereotypes about …,msa,people,high
1bc135ed,لَيْسَ لَدَيْنَا … فِي …,لَدَيْنَا … — We don't have … in … — we have …,msa,leisure,high
53319680,كَانَتْ … تَحْتَ الِاحْتِلَالِ …,… was under … occupation,msa,history,high
9906e052,نَقُولُ عَنْهَا …,we call it …,msa,history,high
d7537597,بِسَبَبِ …، يُوجَدُ …,"because of …, there is/are …",msa,history,high
3e600d9a,كَانَتْ … مَوْجُودَةً لِفَتْرَةٍ طَوِيلَةٍ,… existed / was present for a long time,msa,history,high
b2519643,يَعْتَقِدُ كَثِيرٌ مِنَ … أَنَّ …,Many of … believe that …,msa,history,high
b33e109b,كَانَتْ سَبَبًا فِي …,… was a cause of …,msa,history,high
1a03465e,كَانَتْ … مُتَقَدِّمَةً جِدًّا فِي …,… was very advanced in …,msa,history,high
ba79e58c,لِـ … أَسْبَابٌ,There are reasons/causes for …,msa,history,high
829eccdc,كَانَتْ … مِنْ أَسْبَابِ …,… was among the causes of …,msa,history,high
d0ba68c8,دَخَلَتْ … بِجَانِبِ …,… entered / took …'s side,msa,history,high
32778ec7,كَانُوا يَهْتَمُّونَ بِـ …,was/were preoccupied with / concerned with …,msa,history,high
539c9f73,قَامَ ... بِالمُسَاهَمَةِ بِشَكْلٍ كَبِيرٍ فِي ...,X contributed greatly to Y,msa,history,high
fd2bddb6,قَسَّمَهَا إِلَى أَجْزَاءٍ صَغِيرَةٍ.,It divided it into small parts.,msa,language,normal
000b0357,تَقَدَّمُوا فِي جَمِيعِ المَجَالَاتِ.,They advanced in all fields.,msa,history,normal
3322027e,اِحْتِرَامُ العَائِلَةِ,Respect for the family,msa,history,normal
1b83247d,الجُمْلَةُ مُعَقَّدَةٌ قَلِيلًا.,The sentence is a little complex.,msa,language,normal
4b23e63b,يَجِبُ أَنْ تَكُونَ صَحِيحَةً.,It must be correct.,msa,language,normal
5c00dceb,الاثْنَانِ مُرْتَبِطَانِ بِبَعْضِهِمَا البَعْضِ.,The two are connected to each other.,msa,language,high
d86fa164,أَتَمَنَّى لَكِ رِحْلَةً آمِنَةً.,I wish you a safe journey.,msa,greetings,normal
8b7cacb5,نِظَامُ القَوَانِينِ,The rule of law,msa,history,normal
1475f04d,مَعْلُومَاتٌ مُدْهِشَةٌ,Surprising information,msa,language,normal
6cbb6cb7,عَلَيْهِ الصَّلَاةُ وَالسَّلَامُ,Peace be upon him,msa,culture,normal
20bd593c,الدِّينُ يُعَلِّمُ...,The religion teaches...,msa,history,normal
2547fe6f,مَهْدُ الدِّيَانَاتِ,The cradle of religions,msa,history,normal
11fc3e2b,الدِّينُ المُعَامَلَةُ,Religion is how you treat people,msa,history,normal
dc10006b,خَلِيفَةُ اللهِ فِي الأَرْضِ,God's representative on earth,msa,history,normal
56cab022,المُسَاوَاةُ بَيْنَ الرَّجُلِ وَالمَرْأَةِ,Equality between man and woman,msa,history,normal
82e4a21f,صُعُوبَةٌ فِي إِيجَادِ ...,difficulty in finding ...,msa,language,high
e41cd1d2,يَجِبُ عَلَيْنَا إِيجَادُ طَرِيقٍ,we must find a way,msa,language,normal
a26f4ba2,طَرِيقَةٌ لِـ ...,a way to ...,msa,language,high
0740a9c4,هَذِهِ طَرِيقَةٌ لِلتَّذَكُّرِ,this is a way to remember,msa,language,normal
ac22dccb,أَقُومُ بِـ ...,I go about ... / I carry out ...,msa,language,high
21b548ae,أَقُومُ بِإِنْشَاءِ كُرُوتٍ تَعْلِيمِيَّةٍ,I make flashcards,msa,language,normal
1810e111,الكَلِمَاتُ تَتَكَرَّرُ,the words repeat,msa,language,normal
2f63350c,غَيْرُ مَأْلُوفٍ,unfamiliar / not commonplace,msa,language,normal
51005433,تَشْتَهِرُ بِـ ...,it is famous for ...,msa,culture,high
882b56a1,تَشْتَهِرُ بِوُجُودِ ...,it is famous for having ...,msa,culture,high
cf2ae623,يَشْتَهِرُونَ بِأَنَّهُمْ ...,they are well known for being ...,msa,history,high
d4061f7e,كَانَتْ مَرْكَزًا لِـ ...,it was a centre for ...,msa,history,high
dce8ed86,أُسِّسَتْ فِي عَهْدِ ...,it was founded in the era of ...,msa,history,high
57abc542,مَكْتَبَةٌ مَلِيئَةٌ بِالكُتُبِ,a library full of books,msa,history,normal
6f355bcf,كُتُبٌ نَادِرَةٌ,rare books,msa,history,normal
03065a96,كَانَتْ شَيْئًا خَاصًّا,it was something special,msa,history,normal
23999067,سَاهَمَ ... فِي ...,... contributed to ...,msa,history,high
69c3f6eb,قَامُوا بِالمُسَاهَمَةِ فِي مَجَالَاتٍ مُخْتَلِفَةٍ,they contributed in different fields,msa,history,normal
ab02a177,كَانَتْ حَضَارَةً مُتَقَدِّمَةً مُتَطَوِّرَةً,it was an advanced developed civilisation,msa,history,normal
0f020b96,لَدَيْهَا تَارِيخٌ غَنِيٌّ,it has a rich history,msa,history,normal
b65f1416,كَانُوا جَيِّدِينَ فِي ...,they were good at ...,msa,history,high
092f3f18,كَانُوا أَقْوِيَاءَ,they were strong,msa,history,normal
a22b1880,كَانُوا مُحَارِبِينَ,they were warriors,msa,history,normal
21c1c717,يُسَافِرُونَ إِلَى مَسَافَاتٍ طَوِيلَةٍ,they travel long distances,msa,history,normal
e50c405f,يَغْمِسُ ... فِي ...,dips ... in ...,msa,food,high
c704a8f4,أَنْوَاعُ بِسْكُوِيتٍ تَقْلِيدِيَّةٌ,traditional kinds of biscuit,msa,food,normal
b6e578bb,لَيْسَ وَقْتًا مُحَدَّدًا,it isn't a specific time,msa,daily_life,normal
f77120d5,سَأَبْقَى هُنَا بِضْعَ أَيَّامٍ,I will stay here a few days,msa,travel,normal
aec959ac,إِمْبَرَاطُورِيَّة,empire (n.),msa,history,normal
d816de42,تَرَاجُع,decline (n.),msa,history,normal
0132440e,آسِفٌ عَلَى …,Sorry for …,msa,smalltalk,high
9e4a2998,تَأَخُّر,"lateness, delay (n.)",msa,smalltalk,normal
d1bad103,زِحَام,"traffic, crowding (n.)",msa,smalltalk,normal
e2caed93,فَظِيع,terrible (adj.),msa,smalltalk,normal
f05f7aa1,أَبْطَأَ,slowed down (v.),msa,travel,normal
be5f0645,زَلِق,slippery (adj.),msa,travel,normal
5f2f3b43,مَوْج,waves (n.),msa,beach_and_vendors,normal
6e9a41f5,خَطِر,dangerous (adj.),msa,beach_and_vendors,normal
32873557,لِنَخْرُجْ لِـ …,Let's go out for …,msa,leisure,high
b31c127c,مُشْمِس,sunny (adj.),msa,leisure,normal
86bcafdc,دَافِئ,warm (adj.),msa,leisure,normal
7e7d5987,وُلِدْتُ فِي …,I was born in …,msa,family,high
8b2416e8,وَالِدِي مِنَ …,My father is from …,msa,family,high
9a4a2876,أَمَّا … فَـ …,"As for …, (then) …",msa,language,high
e4489cca,تَقُولُ فِيهِ مَا تَشَاءُ,You say whatever you want in it,msa,language,normal
93005074,كَانَ … يَسْتَمِعُ إِلَى …,… used to listen to …,msa,family,high
dfe22944,أُغْنِيَة,song (n.),msa,family,normal
e1d39b18,وَمَرَّةً …,"And once, …",msa,language,high
0c99181d,كَبِرْتُ فِي …,I grew up in …,msa,family,high
7feda3f6,… لَيْسَ فِيهَا …,… with no … in it,msa,family,high
3cbb4619,تِجَاهَ,"towards, regarding (prep.)",msa,language,normal
6475e309,حِينَ جِئْتُ …,"When I came, …",msa,people,high
5852a93b,كَانَ عَلَيَّ أَنْ …,I had to …,msa,people,high
dd0968e1,اِنْدَمَجَ,integrated (v.),msa,people,normal
1b3022ff,أَحْيَانًا أَشْعُرُ أَنَّنِي …,Sometimes I feel that I …,msa,emotions,high
b4b9c16d,ضَائِع,lost (adj.),msa,emotions,normal
15f2382c,اِنْتِمَاء,belonging (n.),msa,emotions,normal
7a7de17d,لَا أَعْرِفُ السَّبَبَ,I don't know the reason,msa,smalltalk,normal
820c1c62,رُبَّمَا …,Maybe …,msa,smalltalk,high
1b7e9cba,اِخْتِلَاف,difference (n.),msa,health,normal
575e2a34,خُضْرَوَات,vegetables (n.),msa,food,normal
8f376c8f,مِيَاه مَعْدِنِيَّة,mineral water (n.),msa,food,normal
1ea56ecf,لَا يَسْتَطِيعُونَ …,They can't …,msa,language,high
fd23380b,لِأَنَّهُمْ غَيْرُ …,because they aren't …,msa,language,high
deaa71f3,إِجَابَة,answer (n.),msa,language,normal
e82d0afe,إِذَا أَرَدْتَ أَنْ … فَـ …,"If you want to …, then …",msa,language,high
0462850d,نَزَلْنَا إِلَى …,We went down into …,msa,leisure,high
878a05bb,…، أَنَا وَعَائِلَتِي,"…, my family and I",msa,family,high
bfda838a,لَمْ أَحْتَجْ …,I didn't need …,msa,leisure,high
06a06d3a,بَدْلَة غَطْس,diving suit (n.),msa,beach_and_vendors,normal
e373bdf0,بَقِينَا …,We stayed …,msa,travel,high
7439e4ce,اِشْتَرَيْتُ هَدَايَا لِـ …,I bought gifts for …,msa,shopping,high
87e5fd28,… مَشْهُورٌ جِدًّا فِي …,… is very famous in …,msa,shopping,high
99a8b75a,قُطْن,cotton (n.),msa,shopping,normal
3b838a9b,كُلَّ عَامٍ وَأَنْتَ بِخَيْرٍ,Many happy returns (lit. every year may you be well),msa,greetings,normal
00583a0b,أَرَاكَ قَرِيبًا,See you soon,msa,greetings,normal
b7106ef3,أُحَاوِلُ أَنْ …,I try to …,msa,health,high
c73971c4,أُقَلِّلُ مِنَ …,I'm cutting down on …,msa,health,high
37006686,…، خَاصَّةً فِي …,"…, especially in …",msa,leisure,high
cacbb0e0,مِنَ الضَّرُورِيِّ أَنْ …,It is necessary to …,msa,work,high
122113ca,عِنْدَمَا وَصَلْتُ …,"When I arrived, …",msa,language,high
bcb50006,بَحْثًا عَنْ …,in search of …,msa,family,high
5fc3c6d2,كَمْ مِنَ الوَقْتِ …؟,How long …?,msa,work,high
746ddf39,أَعْتَقِدُ أَنَّكَ عَلَى حَقٍّ فِي …,I think you are right about …,msa,work,high
5fac3357,… أَفْضَلُ مِمَّا كَانَ …,… is better than it was …,msa,smalltalk,high
5b2c68be,أَنَا مُتَّفِقٌ مَعَكَ تَمَامًا فِي …,I completely agree with you on …,msa,smalltalk,high
6e4fab7e,كَانَتْ أَوَّلَ مَرَّةٍ … مُنْذُ …,It was the first time … in …,msa,leisure,high
c9b553c8,لَا أُحِبُّ الحَدِيثَ فِي …,I don't like talking about …,msa,people,high
1222e614,أَتَمَنَّى أَنْ …,I hope that …,msa,travel,high
5402d8a9,لَيْسَتْ …، إِنَّهَا …,It isn't …; it is …,msa,emotions,high
87f2607b,مُنْذُ الطُّفُولَةِ …,"Since childhood, …",msa,language,high
9155aff3,كُنْتُ أُرِيدُ أَنْ …,I wanted to …,msa,language,high
4b93e276,…، صَحِيحٌ؟,"…, right?",msa,family,high
e967a6cf,أَعْتَقِدُ أَنَّ …,I think that …,msa,language,high
bb09011a,… شَيْءٌ مُهِمٌّ جِدًّا لِي,… is something very important to me,msa,language,high
c105d450,هٰذَا الشُّعُورُ طَبِيعِيٌّ عِنْدَ …,This feeling is natural in …,msa,emotions,high
70bd0fbd,حَوَالَيْ …,"about, approximately …",msa,health,high
47eba96f,حَتَّى فِي …,even in …,msa,language,high
b205d185,… فِي رَأْيِي أَفْضَلُ شَيْءٍ فِي …,"… is, in my opinion, the best thing in …",msa,leisure,high
6959b2a8,سَلامٌ لِـ …,Greetings to …,msa,greetings,normal
d9eacc27,أَراكَ الأُسْبوعَ القادِمَ,See you next week,msa,greetings,normal
e5feb5c0,عَبْرَ كُلِّ ذَلِكَ، …,"Through all of that, …",msa,language,high
c008758d,كُنْتُ أَسْتَمِعُ إِلَى …,I used to listen to …,msa,language,high
b9092c35,أَصْوَات,sounds (n. pl.),msa,language,normal
16838783,لَمْ أَفْهَمْ شَيْئًا,I didn't understand anything,msa,language,normal
bd3b124d,اِعْتَادَتْ أُذُنِي عَلَى …,My ear got used to …,msa,language,high
df96c074,بِسَبَبِ أَنَّ …، …,"Because …, …",msa,language,high
8bfdec62,كُنَّا نَتَحَدَّثُ … فِي المَنْزِلِ,We spoke … at home,msa,language,high
b7ca3f55,وَلِذَلِكَ …,And so … / That's why …,msa,language,high
d50c15f9,كُنْتُ أَسْمَعُهُ عِنْدَمَا …,I used to hear him when …,msa,family,high
48523250,كَانَ يَتَحَدَّثُ مَعَ … عَبْرَ الْهَاتِفِ,He used to talk with … on the phone,msa,family,high
ff351910,أَقَارِب,relatives (n. pl.),msa,family,normal
03a003f0,كُنْتُ أَسْأَلُهُ أَسْئِلَةً كَثِيرَةً عَنْ …,I used to ask him lots of questions about …,msa,family,high
167b3fb9,كُنَّا نَتَعَلَّمُ عَنْ …,We used to learn about …,msa,language,high
3a03698e,أَوَدُّ أَنْ أَتَحَدَّثَ عَنْ …,I would like to talk about …,msa,language,high
f3d6ff76,كَانَ يَلْبَسُ …,He used to wear …,msa,people,high
9956a4a3,كَانَتْ لَهُ …,He had …,msa,people,high
d6183a87,مَلَابِس,clothes (n. pl.),msa,people,normal
2be6de99,لِحْيَة,beard,msa,people,normal
545ca87b,لَا أُرِيدُ أَنْ …,I don't want to …,msa,language,high
95acda8f,… لَمْ تَكُنْ مُتاحَةً كَما الآنَ,… weren't available as they are now,msa,daily_life,high
7579dab1,فُرَص,opportunities (n. pl.),msa,daily_life,normal
9f2c93be,إِمْكانِيّات,"possibilities, means (n. pl.)",msa,daily_life,normal
21b47d6d,مُتَوَفِّرَة,"available (adj., f.)",msa,daily_life,normal
c07b53d3,فِي آخِرِ … سَنَةً,in the last … years,msa,daily_life,high
876f70ad,لَمْ أَجِدْ طَريقًا لِـ …,I didn't find a way to …,msa,language,high
3b110708,… مُخْتَلِفَةٌ جِدًّا عَنِ …,… is very different from …,msa,language,high
34103c68,إِذا اسْتَطَعْتَ أَنْ …، فَلِمَ لا …؟,"If you could …, why not …?",msa,language,high
87df300a,لُغَة أَجْنَبِيَّة,foreign language,msa,language,normal
f4a9a09c,اللُّغَة الأُمّ,mother tongue,msa,language,normal
50d226fd,أَسْتَطِيعُ أَنْ …,I can …,msa,language,high
fd5c6e78,وَأَنَا …، …,"While I …, …",msa,daily_life,high
902a46e0,حَافِلَة,bus,msa,daily_life,normal
4921569a,وَقْت فَرَاغ,free time,msa,leisure,normal
be05e71c,لَرُبَّمَا يَكُونُ …,it might be …,msa,daily_life,high
f1ba88a4,عِنْدَمَا أَجْمَعُ …,when I add up …,msa,daily_life,high
7bfc0672,كُنْتُ أُضَيِّعُ الكَثِيرَ مِنَ الوَقْتِ فِي …,I used to waste a lot of time on …,msa,daily_life,high
3aa4ddfc,كُنْتُ أَسْتَخْدِمُ … لِـ …,I used to use … to …,msa,language,high
3c2f8424,كُنْتُ أُكَرِّرُ … مِرَارًا وَتَكْرَارًا,I used to repeat … over and over,msa,language,high
eb1922dc,قَنَوَات,channels (n. pl.),msa,language,normal
729baa09,جُمَل,sentences (n. pl.),msa,language,normal
612e4bfe,كُنْتُ أُبْطِئُ السُّرْعَةَ,I used to slow the speed down,msa,language,normal
b258c19b,لِأَجْعَلَ أُذُنِي تَتَعَوَّدُ عَلَى …,to get my ear used to …,msa,language,high
e03ac504,كُنْتُ أَسْتَطِيعُ أَنْ … فَقَطْ,I could only …,msa,language,high
6784448a,كَانَ لَدَيَّ مُشْكِلَةٌ فِي …,I had a problem with …,msa,language,high
3de769fb,مَهَارَة الاِسْتِمَاع,listening skill,msa,language,normal
5faa39f9,فَهْم,"comprehension, understanding (n.)",msa,language,normal
403094d2,… بِالمِئَةِ مِنْ …,… percent of …,msa,language,high
bd18afbc,شاءَ القَدَرُ أَنْ …,Fate willed that …,msa,family,high
c04df3e0,قَبْلَ سُقُوطِ …,Before the fall of …,msa,people,high
11b742b8,لَمْ تَكُنْ هُنَاكَ …,There was no …,msa,people,high
16acd788,طَائِفِيَّة,"sectarian (adj., f.)",msa,people,normal
c7be56b1,سَأَلْتُ أَبِي مَتَى …,I asked my father when …,msa,family,high
e4269f13,لَكِنَّهُ لَمْ … بَعْدُ,but he hasn't … yet,msa,family,high
4d3e8af1,فِي حِوَارٍ سَابِقٍ …,In a previous conversation …,msa,family,high
09721723,يَشْتَاقُ إِلَى …,misses / longs for …,msa,emotions,high
83df3c9c,… شَكَّلَتْ سَبَبًا قَوِيًّا لِـ …,… was a strong reason for …,msa,language,high
23c74bd0,… مُكَوَّنٍ مِنْ …,… made up of …,msa,family,high
9751a867,كَانَتْ جَدَّتِي تَطْبُخُ عَلَى الأَرْضِ,My grandmother used to cook on the ground,msa,food,normal
00577716,فُرْن,oven,msa,food,normal
5aac4dc1,نَخِيل,palm trees (n. coll.),msa,leisure,normal
6aca3a54,تُفَّاح,apples (n. coll.),msa,leisure,normal
f6479cd4,كُمَّثْرَى,pears (n. coll.),msa,leisure,normal
ea2c3486,أَوَّلُ مَرَّةٍ رَأَيْتُ فِيهَا … كَانَتْ فِي …,The first time I saw … was in …,msa,leisure,high
a6845f5e,زَيْتُون,olives (n. coll.),msa,leisure,normal
fa303d3a,لَيْمُون,lemons (n. coll.),msa,leisure,normal
59021b3f,هَذِهِ صُورَةٌ مِنْ …,This is a photo from …,msa,family,high
d155351c,حَفْلَة زِفَاف,wedding (party),msa,family,normal
3979b5f1,فَقَدَ … حَيَاتَهُ,… lost his life,msa,family,high
40f1997c,يَجِبُ عَلَيْنَا أَنْ … لِكَيْ …,We must … in order to …,msa,language,high
40398db2,فِي ذَلِكَ الوَقْتِ …,At that time …,msa,history,high
ec33d935,لَمْ يَكُنْ هُنَاكَ … وَلَا …,There was no … nor …,msa,history,high
18642ae3,كَانَتْ مِنْطَقَةً وَاحِدَةً,It was one region,msa,history,normal
707d77ef,قَبْلَ انْتِهَاءِ …,Before the end of …,msa,history,high
82a361d0,كَانَتْ هُنَاكَ …,There was …,msa,history,high
dc20a514,ثَوْرَة,"revolt, revolution (n.)",msa,history,normal
550aa126,لَهْجَة,dialect,msa,language,normal
b71b8600,هَلْ تُرِيدُ أَنْ …؟,Do you want to …?,msa,language,high
7a12e9d1,عَرْض تَقْدِيمِيّ,presentation (n.),msa,language,normal
